Loan_ID,Customer_ID,Age,Gender,Employment_Type,Employment_Years,Annual_Income,Credit_Score,Existing_Loans,Previous_Defaults,DTI_Ratio,Loan_Amount,Loan_Tenure_Months,Interest_Rate,Loan_Purpose,EMI,Collateral_Value,Application_Date,Loan_Status,Default_Flag
L133823,C133823,25,Male,Self-employed,7.7,1052523.0,713,2,0,0.352,1184048,48,7.82,Vehicle,28806.13,1516714.0,2025-01-17,Rejected,0
L133824,C133824,31,Male,Salaried,6.9,227104.0,797,2,0,0.208,154505,48,10.16,Personal,3930.53,35837.0,2024-11-13,Approved,0
L133825,C133825,21,Male,Self-employed,19.9,309910.0,745,1,0,0.303,385906,36,9.46,Personal,12354.49,137021.0,2025-03-05,Approved,0
L133826,C133826,27,Male,Salaried,2.8,637523.0,783,0,0,0.375,529383,36,10.77,Education,17273.72,25638.0,2025-09-11,Approved,0
L133827,C133827,21,Male,Salaried,8.7,319213.0,699,1,0,0.352,97535,36,9.55,Education,3126.61,16559.0,2024-04-23,Rejected,0
L133828,C133828,33,Female,Salaried,9.5,406808.0,733,4,0,0.511,135675,18,10.34,Medical,8169.5,63626.0,2023-09-13,Approved,0
L133829,C133829,36,Female,Salaried,6.9,534040.0,575,2,0,0.415,1051673,24,11.25,Personal,49138.36,326900.0,2025-09-30,Rejected,0
L133830,C133830,43,Female,Salaried,8.2,2982019.0,850,2,0,0.255,1108207,36,9.31,Personal,35400.79,542913.0,2024-03-16,Approved,0
L133831,C133831,35,Male,Business,11.1,690909.0,596,1,0,0.291,505804,36,10.47,Personal,16432.71,204553.0,2023-01-03,Approved,0
L133832,C133832,43,Male,Salaried,20.9,555940.0,638,4,0,0.49,487563,36,12.13,Home Improvement,16224.36,548833.0,2024-03-10,Approved,0
L133833,C133833,39,Female,Salaried,10.4,1060593.0,704,2,0,0.313,2241195,24,10.01,Education,103430.12,456034.0,2024-01-27,Rejected,0
L133834,C133834,28,Female,Salaried,11.8,1200528.0,728,2,0,0.446,1735054,60,10.31,Personal,37129.98,813309.0,2024-05-20,Rejected,0
L133835,C133835,21,Female,Salaried,1.9,281452.0,685,0,0,0.099,257890,48,7.71,Vehicle,6260.8,452990.0,2024-03-08,Approved,0
L133836,C133836,44,Female,Salaried,6.0,632749.0,610,0,0,0.092,686046,48,9.78,Education,17327.51,168022.0,2024-06-26,Approved,0
L133837,C133837,54,Female,Business,5.2,893241.0,647,4,0,0.47,782157,72,11.08,Vehicle,14919.71,1082799.0,2024-08-05,Approved,0
L133838,C133838,63,Female,Salaried,4.3,529324.0,621,2,0,0.29,463385,60,11.91,Vehicle,10286.68,517141.0,2023-10-31,Rejected,0
L133839,C133839,47,Male,Salaried,16.0,849421.0,666,0,0,0.23,816018,72,11.9,Personal,15910.91,109910.0,2025-07-30,Approved,0
L133840,C133840,53,Female,Salaried,11.7,404890.0,705,1,0,0.13,396034,48,8.65,Home Improvement,9789.64,285981.0,2023-03-15,Rejected,0
L133841,C133841,43,Female,Self-employed,4.8,375856.0,601,2,0,0.276,415134,36,9.26,Business,13251.44,690748.0,2024-06-09,Approved,0
L133842,C133842,41,Female,Salaried,2.6,404557.0,565,5,0,0.618,274011,60,16.16,Home Improvement,6686.73,189467.0,2025-06-14,Rejected,0
L133843,C133843,39,Female,Business,7.8,590329.0,712,0,0,0.216,476806,12,7.99,Education,41474.4,61338.0,2023-07-12,Rejected,0
L133844,C133844,37,Female,Salaried,2.6,425782.0,605,0,0,0.313,567218,24,11.5,Home Improvement,26568.67,801852.0,2024-07-28,Approved,1
L133845,C133845,44,Male,Salaried,7.1,1035162.0,748,0,0,0.094,507795,24,8.12,Vehicle,22993.99,392972.0,2023-01-10,Approved,0
L133846,C133846,33,Male,Business,3.1,508573.0,554,1,0,,566694,48,13.44,Education,15327.03,233539.0,2025-12-17,Rejected,0
L133847,C133847,37,Male,Salaried,4.3,876654.0,702,2,0,0.325,1307904,48,9.28,Home Improvement,32721.41,1825055.0,2023-04-22,Rejected,0
L133848,C133848,26,Female,Business,5.1,957708.0,615,1,0,0.365,1155837,60,10.96,Personal,25107.65,540760.0,2023-10-27,Rejected,0
L133849,C133849,43,Male,Self-employed,11.6,338372.0,657,2,0,0.292,116920,18,7.85,Personal,6906.68,45137.0,2024-07-25,Rejected,0
L133850,C133850,28,Male,Self-employed,8.2,846302.0,707,1,0,0.187,533438,18,9.66,Home Improvement,31953.28,494125.0,2024-05-12,Approved,0
L133851,C133851,38,Female,Self-employed,16.0,196829.0,601,2,0,0.122,133010,48,10.21,Medical,3386.91,16551.0,2023-09-23,Approved,1
L133852,C133852,43,Male,Salaried,4.1,708114.0,565,1,1,0.365,1024115,24,11.87,Vehicle,48146.5,967750.0,2024-03-13,Approved,0
L133853,C133853,44,Female,Business,3.8,274167.0,641,2,0,0.325,395776,48,9.61,Business,9963.94,470226.0,2024-11-25,Approved,0
L133854,C133854,46,Male,Salaried,1.9,390869.0,578,1,0,0.502,425973,48,14.39,Vehicle,11723.85,511152.0,2024-05-29,Approved,0
L133855,C133855,36,Male,Salaried,11.3,439822.0,696,0,0,0.234,534014,72,12.42,Home Improvement,10557.08,536027.0,2024-09-04,Approved,0
L133856,C133856,43,Female,Salaried,9.4,301264.0,645,2,0,0.272,340505,48,11.45,Medical,8875.13,146045.0,2025-08-20,Rejected,0
L133857,C133857,33,Female,Salaried,14.6,365950.0,738,2,0,0.453,628842,48,9.89,Personal,15915.86,204449.0,2024-06-16,Rejected,0
L133858,C133858,21,Male,Business,12.5,570328.0,690,1,0,0.242,468145,36,7.0,Home Improvement,14454.96,634717.0,2024-06-12,Approved,0
L133859,C133859,43,Male,Business,3.9,445897.0,618,1,0,0.356,400149,60,14.01,Business,9312.84,601712.0,2024-09-27,Rejected,0
L133860,C133860,41,Male,Salaried,8.3,1538972.0,723,2,0,0.475,1200801,12,10.33,Vehicle,105753.87,1525438.0,2023-04-12,Approved,0
L133861,C133861,48,Male,Business,5.8,691297.0,712,2,0,0.175,341194,60,9.11,Personal,7100.86,91376.0,2023-03-31,Rejected,0
L133862,C133862,38,Female,Business,5.8,412409.0,665,2,0,0.203,371098,60,11.56,Home Improvement,8172.6,258438.0,2024-04-24,Rejected,0
L133863,C133863,22,Male,Salaried,11.2,1436814.0,847,0,0,0.094,1347823,48,7.0,Personal,32275.3,243893.0,2025-09-07,Approved,0
L133864,C133864,37,Male,Salaried,7.0,479116.0,748,0,0,0.23,239986,60,8.49,Vehicle,4922.52,181325.0,2023-02-18,Approved,0
L133865,C133865,47,Male,Business,10.6,858938.0,659,1,0,0.069,989095,60,8.42,Education,20254.68,234975.0,2025-11-24,Approved,0
L133866,C133866,43,Male,Business,8.2,1296914.0,719,2,0,0.156,2082541,72,7.0,Education,35505.25,685271.0,2023-03-05,Rejected,0
L133867,C133867,37,Female,Self-employed,12.1,685605.0,610,1,1,0.348,405555,72,12.33,Medical,7998.45,170105.0,2024-05-10,Approved,0
L133868,C133868,21,Female,Salaried,6.5,399824.0,684,1,0,0.33,375292,48,11.86,Medical,9857.1,5874.0,2023-03-31,Rejected,0
L133869,C133869,28,Male,Salaried,17.5,1201786.0,794,2,1,0.395,1583442,24,10.97,Personal,73778.76,355968.0,2023-11-13,Rejected,0
L133870,C133870,43,Male,Salaried,13.8,901516.0,634,1,0,0.231,1410545,60,8.22,Vehicle,28749.51,1428748.0,2023-06-23,Approved,0
L133871,C133871,21,Male,Salaried,9.0,805095.0,645,2,0,0.168,261027,60,9.03,Medical,5422.29,107609.0,2023-06-08,Rejected,0
L133872,C133872,35,Male,Self-employed,9.5,345420.0,688,1,0,0.226,418131,24,9.53,Business,19204.05,328189.0,2025-05-14,Approved,0
L133873,C133873,38,Male,Salaried,7.5,417792.0,679,0,0,0.261,668504,48,10.48,Vehicle,17109.51,721414.0,2024-02-13,Approved,0
L133874,C133874,49,Male,Salaried,9.7,567642.0,806,1,0,0.34,230023,12,7.36,Vehicle,19941.34,285043.0,2023-11-19,Rejected,0
L133875,C133875,44,Male,Salaried,5.7,485479.0,634,1,0,0.27,278887,36,11.58,Personal,9207.19,18637.0,2023-12-10,Approved,0
L133876,C133876,48,Female,Salaried,12.1,1003108.0,791,0,0,0.326,525866,12,10.11,Vehicle,46258.88,902704.0,2025-08-13,Approved,0
L133877,C133877,41,Female,Salaried,4.8,186433.0,684,3,0,0.4,114001,24,11.06,Personal,5316.52,42788.0,2023-04-24,Approved,0
L133878,C133878,30,Male,Business,4.8,751586.0,680,0,0,0.157,1180694,24,8.07,Business,53437.29,1308660.0,2023-02-23,Approved,1
L133879,C133879,32,Female,Self-employed,4.3,1425728.0,680,0,0,0.05,1338915,48,10.26,Personal,34125.77,476670.0,2024-03-29,Rejected,0
L133880,C133880,29,Female,Salaried,,1273738.0,726,1,0,0.38,1745752,60,10.85,Business,37826.42,1966437.0,2023-05-01,Rejected,0
L133881,C133881,44,Male,Salaried,13.8,355626.0,754,1,0,0.262,348871,24,10.13,Home Improvement,16119.57,606639.0,2023-07-22,Approved,0
L133882,C133882,31,Female,Business,7.9,643654.0,661,1,0,0.36,415605,12,10.96,Home Improvement,36724.11,413295.0,2023-07-02,Rejected,0
L133883,C133883,34,Male,Salaried,10.8,832868.0,663,1,0,0.369,340996,24,13.98,Personal,16368.98,63984.0,2024-09-29,Approved,0
L133884,C133884,38,Male,Self-employed,4.2,635017.0,722,1,0,0.183,218122,72,7.63,Business,3785.1,268631.0,2025-01-22,Rejected,0
L133885,C133885,54,Male,Self-employed,8.4,546589.0,572,0,1,0.355,280762,36,13.53,Home Improvement,9531.81,208835.0,2023-08-01,Rejected,0
L133886,C133886,45,Female,Salaried,1.6,336158.0,552,0,1,0.105,364739,36,13.1,Personal,12307.07,174872.0,2023-03-26,Rejected,0
L133887,C133887,30,Female,Business,3.8,403476.0,710,1,0,0.068,311655,36,8.91,Personal,9897.5,77062.0,2025-09-25,Approved,0
L133888,C133888,40,Male,Business,7.4,1351550.0,603,2,1,0.402,1947191,48,12.6,Medical,51852.51,216335.0,2025-10-11,Approved,1
L133889,C133889,55,Male,Self-employed,3.0,223656.0,636,0,2,0.338,254932,36,11.01,Education,8347.35,32073.0,2024-07-29,Approved,0
L133890,C133890,44,Male,Salaried,3.3,316021.0,697,2,0,0.466,534838,72,10.26,Education,9978.59,205773.0,2023-11-20,Rejected,0
L133891,C133891,22,Male,Self-employed,2.1,1074287.0,817,1,0,0.323,617208,36,9.04,Vehicle,19638.54,747723.0,2023-07-02,Approved,0
L133892,C133892,29,Male,Salaried,5.7,485424.0,717,1,0,0.119,185519,60,7.56,Medical,3722.71,34882.0,2023-08-12,Approved,1
L133893,C133893,28,Female,Business,10.7,1007284.0,714,1,0,0.095,1210098,36,8.49,Home Improvement,38194.21,1574736.0,2024-04-10,Approved,0
L133894,C133894,52,Male,Business,6.3,402206.0,580,0,0,0.293,444516,60,10.47,Education,9547.78,132219.0,2025-11-03,Rejected,0
L133895,C133895,51,Male,Salaried,3.1,804731.0,709,0,0,0.267,838715,72,11.54,Medical,16197.1,90557.0,2023-10-04,Approved,1
L133896,C133896,32,Male,Salaried,16.9,966115.0,712,3,0,0.529,1527007,24,8.46,Education,69383.2,624229.0,2025-10-31,Approved,0
L133897,C133897,32,Male,Salaried,1.7,502478.0,631,0,0,0.16,936034,36,10.3,Personal,30335.19,364872.0,2023-08-09,Rejected,0
L133898,C133898,38,Male,Salaried,13.1,451532.0,591,2,1,0.279,770098,12,11.1,Medical,68098.46,331083.0,2025-09-20,Rejected,0
L133899,C133899,39,Male,Salaried,2.5,1042975.0,703,1,0,0.373,1590276,36,9.75,Home Improvement,51127.28,2144641.0,2025-04-07,Rejected,0
L133900,C133900,28,Male,Self-employed,0.7,908552.0,659,0,0,0.05,350380,48,9.05,Personal,8727.54,150133.0,2024-07-28,Rejected,0
L133901,C133901,36,Male,Salaried,7.5,850530.0,743,1,1,0.128,290818,36,9.41,Home Improvement,9303.53,409899.0,2025-08-06,Rejected,0
L133902,C133902,23,Male,Salaried,11.8,223391.0,752,2,0,0.15,393201,60,9.98,Vehicle,8350.49,370624.0,2024-05-12,Approved,0
L133903,C133903,51,Male,Business,6.6,205516.0,534,1,1,0.196,173609,72,12.47,Home Improvement,3436.67,155333.0,2025-02-10,Approved,0
L133904,C133904,21,Female,Salaried,12.9,1178189.0,746,2,0,0.306,729349,24,11.14,Education,34040.81,227456.0,2025-02-13,Approved,0
L133905,C133905,21,Female,Self-employed,6.1,564441.0,649,1,0,0.379,146872,60,12.01,Vehicle,3267.83,223005.0,2023-10-11,Approved,0
L133906,C133906,42,Male,Salaried,30.6,992741.0,850,4,0,0.352,710450,48,8.04,Personal,17357.5,207821.0,2023-12-01,Rejected,0
L133907,C133907,26,Male,Salaried,11.5,404268.0,567,1,0,0.241,429195,36,12.85,Home Improvement,14430.29,349575.0,2023-08-26,Approved,0
L133908,C133908,33,Male,Self-employed,8.9,996458.0,753,1,0,0.282,690324,60,8.4,Medical,14129.81,174409.0,2024-07-20,Approved,1
L133909,C133909,39,Male,Business,1.9,606543.0,585,1,1,0.397,517808,60,13.2,Education,11834.81,155694.0,2023-07-12,Approved,1
L133910,C133910,45,Male,Salaried,6.6,358390.0,666,1,0,0.275,509845,72,12.04,Vehicle,9978.18,599221.0,2025-11-27,Approved,1
L133911,C133911,36,Female,Salaried,8.8,371320.0,614,0,0,0.232,98286,48,12.72,Home Improvement,2623.13,134017.0,2023-07-25,Approved,0
L133912,C133912,56,Male,Business,7.1,492008.0,587,2,0,0.31,884483,24,10.97,Home Improvement,41211.52,975808.0,2023-08-26,Rejected,0
L133913,C133913,38,Female,Salaried,12.5,538818.0,695,1,0,0.203,958097,36,7.9,Vehicle,29979.1,1455759.0,2024-08-05,Approved,0
L133914,C133914,50,Male,Salaried,2.1,413005.0,693,1,0,0.31,829973,18,9.02,Business,49472.06,1211460.0,2025-05-28,Approved,0
L133915,C133915,41,Male,Salaried,5.7,1486937.0,684,2,0,0.422,1059847,36,14.19,Home Improvement,36320.94,905282.0,2023-11-16,Approved,0
L133916,C133916,59,Male,Salaried,3.4,574356.0,615,2,1,0.339,575203,60,11.68,Vehicle,12702.25,486266.0,2024-04-27,Approved,1
L133917,C133917,49,Female,Salaried,6.1,692119.0,643,2,0,0.38,578850,48,10.57,Personal,14840.09,109883.0,2025-11-25,Approved,0
L133918,C133918,38,Female,Business,7.9,183226.0,668,4,0,0.218,164423,24,9.82,Home Improvement,7573.63,163861.0,2024-12-17,Rejected,0
L133919,C133919,44,Male,Business,8.3,605031.0,616,1,0,0.322,336010,24,9.86,Business,15483.45,287679.0,2024-09-04,Approved,0
L133920,C133920,35,Male,Salaried,3.2,474722.0,597,2,0,0.416,281622,84,13.13,Personal,5143.18,118363.0,2024-12-05,Approved,0
L133921,C133921,35,Male,Salaried,3.4,1341900.0,654,3,0,0.138,1112889,24,9.31,Vehicle,51000.48,1066064.0,2023-02-17,Rejected,0
L133922,C133922,25,Female,Salaried,7.2,853909.0,732,3,0,0.269,1034423,48,8.72,Personal,25604.35,364893.0,2025-05-09,Approved,0
L133923,C133923,30,Male,Salaried,5.0,488461.0,696,0,0,0.189,399205,72,7.62,Personal,6925.52,170569.0,2023-08-08,Approved,0
L133924,C133924,59,Male,Salaried,17.7,803687.0,821,0,0,0.283,875804,84,7.0,Education,13218.23,55877.0,2024-03-14,Rejected,0
L133925,C133925,26,Male,Salaried,4.2,648406.0,628,2,0,0.259,845423,48,12.44,Business,22446.31,1203559.0,2024-04-12,Rejected,0
L133926,C133926,31,Male,Salaried,5.3,809490.0,670,1,0,0.192,849526,24,8.18,Medical,38491.54,117505.0,2024-08-24,Rejected,0
L133927,C133927,37,Male,Business,3.6,519986.0,798,2,0,0.25,274493,48,7.89,Business,6687.01,286064.0,2023-08-18,Approved,0
L133928,C133928,37,Male,Self-employed,8.2,507559.0,702,2,0,0.212,550322,36,8.79,Personal,17446.36,144979.0,2023-04-30,Rejected,0
L133929,C133929,42,Male,Self-employed,2.9,762788.0,659,3,0,0.441,536193,48,13.45,Education,14504.76,259523.0,2023-09-26,Rejected,0
L133930,C133930,33,Female,Salaried,3.2,749375.0,687,0,0,0.243,873105,60,12.22,Business,19518.94,953155.0,2024-06-07,Approved,0
L133931,C133931,42,Female,Salaried,11.7,872542.0,687,0,0,0.327,920351,48,9.5,Vehicle,23122.1,801134.0,2025-04-05,Approved,1
L133932,C133932,49,Male,Salaried,14.3,1025317.0,670,0,0,0.164,1101567,48,9.46,Personal,27653.78,469689.0,2023-05-14,Rejected,0
L133933,C133933,51,Male,Salaried,5.7,257668.0,490,2,0,0.291,413058,18,11.74,Home Improvement,25139.26,678668.0,2023-08-06,Approved,0
L133934,C133934,35,Female,Business,11.9,664711.0,655,2,0,0.225,1098427,24,10.04,Vehicle,50707.11,1360923.0,2024-08-26,Rejected,0
L133935,C133935,44,Female,Salaried,15.1,773112.0,635,2,0,0.312,589494,24,11.35,Home Improvement,27570.93,549934.0,2023-05-10,Approved,0
L133936,C133936,27,Male,Self-employed,2.4,790760.0,685,2,0,0.05,1251212,48,7.76,Personal,30404.98,487271.0,2025-09-22,Rejected,0
L133937,C133937,31,Male,Salaried,5.2,623803.0,593,2,0,0.21,388531,84,11.23,Home Improvement,6699.68,499945.0,2023-10-19,Rejected,0
L133938,C133938,26,Female,Salaried,7.6,885163.0,727,2,0,0.067,1140947,36,7.92,Personal,35711.04,382195.0,2024-07-13,Rejected,0
L133939,C133939,38,Male,Self-employed,11.4,256229.0,616,3,0,0.305,248813,48,12.15,Personal,6570.54,92869.0,2023-10-28,Rejected,0
L133940,C133940,29,Male,Salaried,0.6,506532.0,605,1,0,0.234,448413,36,10.35,Medical,14542.82,144078.0,2023-09-21,Approved,0
L133941,C133941,23,Male,Business,9.3,674618.0,666,0,0,0.224,233287,12,7.63,Business,20253.38,348679.0,2025-10-08,Rejected,0
L133942,C133942,34,Male,Self-employed,9.7,422520.0,696,1,0,0.218,497388,36,11.72,Personal,16453.96,,2023-01-12,Approved,0
L133943,C133943,21,Male,Business,5.0,864652.0,773,0,1,0.119,1343757,48,7.81,Personal,32685.32,535137.0,2025-01-08,Rejected,0
L133944,C133944,51,Male,Salaried,3.7,330971.0,649,1,1,0.406,481655,60,11.82,Home Improvement,10670.39,832997.0,2025-04-23,Rejected,0
L133945,C133945,32,Female,Salaried,5.1,1346961.0,762,2,0,0.37,607753,36,8.52,Vehicle,19190.9,771503.0,2025-03-29,Rejected,0
L133946,C133946,48,Male,Self-employed,2.7,1225122.0,634,2,0,0.158,1529595,72,11.12,Education,29208.53,156814.0,2025-01-29,Approved,0
L133947,C133947,33,Male,Salaried,9.6,376551.0,620,0,0,0.39,346109,36,13.4,Personal,11728.57,158893.0,2025-12-12,Rejected,0
L133948,C133948,26,Male,Salaried,7.2,1536719.0,729,1,0,0.368,795035,48,10.03,Education,20175.6,143323.0,2025-06-25,Approved,0
L133949,C133949,50,Male,Salaried,4.4,812592.0,657,2,0,0.264,176758,36,11.07,Personal,5792.69,72925.0,2023-05-03,Approved,0
L133950,C133950,39,Male,Self-employed,1.0,793129.0,657,2,0,0.346,281651,36,11.88,Personal,9338.71,92849.0,2024-01-27,Approved,0
L133951,C133951,57,Male,Self-employed,9.8,477585.0,618,1,0,0.147,410732,60,9.37,Vehicle,8600.07,393562.0,2023-09-04,Approved,0
L133952,C133952,33,Female,Salaried,4.8,552804.0,696,2,0,0.24,825621,60,9.39,Personal,17295.23,343468.0,2024-03-29,Approved,0
L133953,C133953,34,Male,Self-employed,19.6,1363838.0,726,1,0,0.249,1068117,60,8.07,Business,21693.36,1684915.0,2024-01-14,Approved,0
L133954,C133954,48,Male,Self-employed,7.4,832490.0,671,3,0,0.317,1422535,72,11.58,Personal,27501.12,60282.0,2024-02-07,Approved,0
L133955,C133955,48,Male,Self-employed,12.5,574323.0,588,0,0,0.104,767400,36,11.5,Personal,25305.79,336283.0,2023-01-24,Approved,0
L133956,C133956,40,Male,Salaried,16.1,615506.0,666,4,1,0.37,912013,84,9.89,Home Improvement,15088.71,749136.0,2025-04-26,Approved,0
L133957,C133957,70,Male,Salaried,4.1,732801.0,735,3,0,0.285,532083,48,8.64,Personal,13150.14,92429.0,2024-09-20,Rejected,0
L133958,C133958,35,Female,Salaried,9.6,1222878.0,725,0,0,0.364,1230058,36,8.26,Education,38693.25,303327.0,2024-02-15,Approved,0
L133959,C133959,25,Male,Salaried,10.4,716116.0,759,2,0,0.286,1158551,36,8.07,Vehicle,36342.2,964573.0,2025-09-12,Approved,0
L133960,C133960,28,Female,Salaried,1.2,200535.0,644,1,0,0.149,254884,60,11.68,Education,5628.62,37565.0,2025-05-27,Approved,0
L133961,C133961,35,Male,Salaried,1.0,3050146.0,785,0,0,0.224,2500000,36,7.4,Home Improvement,77650.78,4227682.0,2024-07-16,Approved,0
L133962,C133962,53,Male,Salaried,30.5,444674.0,705,1,0,0.195,235046,48,10.15,Home Improvement,5978.32,369734.0,2023-12-13,Approved,0
L133963,C133963,36,Female,Salaried,15.7,770053.0,728,1,0,0.358,1237882,48,10.17,Home Improvement,31497.04,810918.0,2023-04-18,Rejected,0
L133964,C133964,54,Female,Salaried,0.8,1221793.0,695,3,0,0.466,1386997,24,10.95,Medical,64612.74,2318.0,2024-10-14,Approved,0
L133965,C133965,42,Female,Salaried,13.1,530431.0,665,0,0,0.369,423523,36,10.73,Vehicle,13811.51,439375.0,2024-05-13,Approved,0
L133966,C133966,49,Male,Self-employed,13.1,358740.0,686,0,0,0.138,552193,60,10.15,Home Improvement,11773.27,617308.0,2023-05-02,Rejected,0
L133967,C133967,42,Male,Salaried,7.3,548733.0,680,0,0,0.2,427813,36,12.1,Home Improvement,14229.96,,2024-05-15,Approved,1
L133968,C133968,42,Male,Self-employed,6.0,638206.0,558,1,0,0.117,1029317,48,9.2,Vehicle,25712.46,1531145.0,2024-02-17,Rejected,0
L133969,C133969,46,Male,Self-employed,2.4,726319.0,686,4,0,0.587,356687,48,11.71,Business,9342.23,426316.0,2024-01-11,Approved,0
L133970,C133970,32,Male,Business,0.9,924552.0,722,0,0,0.268,189314,48,9.76,Personal,4779.7,19624.0,2025-04-27,Approved,0
L133971,C133971,32,Male,Salaried,7.6,937447.0,845,1,0,0.451,1137042,36,7.97,Home Improvement,35615.03,1590782.0,2024-12-07,Approved,1
L133972,C133972,41,Male,Salaried,10.2,1369189.0,778,1,0,0.325,1851186,60,10.3,Personal,39606.05,617785.0,2023-12-23,Rejected,0
L133973,C133973,57,Female,Salaried,16.2,451860.0,672,2,0,0.217,462106,48,12.59,Vehicle,12303.32,373459.0,2023-01-13,Rejected,0
L133974,C133974,23,Male,Salaried,2.5,899826.0,663,1,0,0.4,1006492,60,10.12,Personal,21444.46,201614.0,2023-05-16,Approved,0
L133975,C133975,21,Male,Salaried,5.6,603930.0,721,5,0,0.412,505806,48,9.6,Vehicle,12731.6,822595.0,2024-03-20,Approved,0
L133976,C133976,35,Male,Self-employed,2.7,395337.0,692,0,0,0.271,287432,36,10.63,Personal,9359.87,10920.0,2024-06-26,Approved,0
L133977,C133977,48,Male,Salaried,4.0,211469.0,739,1,0,0.302,248675,48,7.0,Personal,5954.83,13558.0,2023-02-20,Rejected,0
L133978,C133978,39,Female,Business,3.9,881190.0,684,1,0,0.199,452649,60,10.36,Home Improvement,9697.83,725271.0,2024-05-05,Approved,0
L133979,C133979,26,Male,Salaried,7.9,397856.0,636,1,0,0.391,100951,36,11.09,Personal,3309.31,33221.0,2023-04-10,Rejected,0
L133980,C133980,39,Female,Self-employed,1.3,605504.0,662,0,0,0.263,642937,36,12.63,Medical,21548.69,281626.0,2023-05-22,Rejected,0
L133981,C133981,21,Male,Self-employed,10.1,1139438.0,733,1,0,0.081,1042169,48,9.54,Vehicle,26202.47,1800164.0,2025-09-12,Approved,0
L133982,C133982,44,Male,Self-employed,2.4,1814291.0,719,2,0,0.451,1923702,48,8.45,Vehicle,47370.59,3208428.0,2025-01-01,Rejected,0
L133983,C133983,35,Female,Salaried,8.7,840146.0,695,1,0,0.3,1199032,18,7.0,Personal,70365.18,543387.0,2025-03-29,Approved,0
L133984,C133984,37,Male,Business,15.4,307627.0,635,1,0,0.095,293006,48,10.89,Personal,7557.25,86820.0,2025-09-10,Rejected,0
L133985,C133985,42,Male,Salaried,2.4,484884.0,725,0,0,0.154,451938,48,9.14,Education,11276.56,17241.0,2024-03-23,Rejected,0
L133986,C133986,40,Male,Business,7.2,801143.0,601,0,1,0.37,576289,24,10.5,Personal,26726.0,3180.0,2023-01-22,Approved,0
L133987,C133987,33,Male,Salaried,1.2,1172169.0,646,0,0,0.185,355367,36,8.08,Vehicle,11149.03,582757.0,2025-12-22,Rejected,0
L133988,C133988,48,Male,Business,12.9,449499.0,768,0,0,0.243,903483,18,7.0,Personal,53020.89,152947.0,2024-09-15,Rejected,0
L133989,C133989,46,Female,Self-employed,16.3,655441.0,723,3,0,0.313,788534,36,11.03,Business,25826.8,718837.0,2024-12-28,Approved,0
L133990,C133990,21,Female,Self-employed,4.3,924218.0,688,2,0,0.278,1278987,36,9.34,Medical,40874.13,488010.0,2023-03-23,Approved,0
L133991,C133991,36,Female,Salaried,10.6,729207.0,586,1,1,0.287,1187793,60,13.54,Personal,27355.42,571097.0,2025-03-15,Approved,0
L133992,C133992,27,Male,Self-employed,7.1,3226470.0,850,0,0,0.298,1068727,36,7.0,Business,32999.19,1786083.0,2023-12-16,Approved,0
L133993,C133993,25,Female,Salaried,4.3,650214.0,644,1,0,0.175,600545,60,11.83,Personal,13307.26,289809.0,2025-04-12,Approved,0
L133994,C133994,43,Male,Self-employed,2.3,346753.0,624,2,0,0.354,418551,24,12.81,Vehicle,19861.34,510517.0,2024-07-04,Rejected,0
L133995,C133995,34,Male,Business,4.1,590822.0,604,0,0,0.306,647584,24,13.54,Vehicle,30951.83,975723.0,2025-02-20,Approved,0
L133996,C133996,37,Male,Self-employed,11.3,536310.0,676,2,0,0.162,765065,24,8.88,Home Improvement,34909.69,1286296.0,2025-07-09,Approved,0
L133997,C133997,31,Male,Salaried,22.8,484239.0,630,0,0,0.05,207508,36,8.58,Education,6558.21,63774.0,2023-06-27,Approved,0
L133998,C133998,42,Male,Self-employed,8.2,1245743.0,710,1,0,0.05,412765,36,7.57,Personal,12852.83,161394.0,2025-02-14,Rejected,0
L133999,C133999,45,Male,Salaried,1.4,378124.0,601,2,0,0.35,241660,36,11.03,Personal,7915.07,87521.0,2024-10-26,Rejected,0
L134000,C134000,60,Male,Salaried,5.6,531599.0,658,0,1,0.05,630047,36,10.82,Vehicle,20573.27,839612.0,2023-04-05,Approved,0
L134001,C134001,36,Male,Self-employed,5.5,1331047.0,713,2,0,0.381,2063604,60,8.98,Vehicle,42817.0,2017980.0,2025-09-02,Rejected,0
L134002,C134002,24,Male,Salaried,0.5,1333095.0,612,2,0,0.32,2463071,48,10.6,Vehicle,63181.96,3355422.0,2025-12-26,Rejected,0
L134003,C134003,33,Male,Salaried,18.8,551179.0,715,1,0,0.147,421858,36,8.59,Personal,13334.62,3386.0,2025-05-26,Rejected,0
L134004,C134004,46,Male,Salaried,4.9,523011.0,700,0,0,0.463,628686,48,8.87,Vehicle,15606.1,869592.0,2025-08-01,Approved,0
L134005,C134005,30,Male,Business,13.0,2161309.0,850,2,0,0.214,665036,48,7.0,Personal,15925.11,259872.0,2025-04-08,Approved,0
L134006,C134006,23,Male,Business,5.2,719656.0,723,1,0,0.198,1040525,72,9.72,Home Improvement,19130.0,809735.0,2024-11-15,Rejected,0
L134007,C134007,30,Male,Business,12.6,674656.0,616,0,0,0.337,668453,48,13.98,Education,18259.76,14046.0,2024-11-02,Approved,1
